Codice Categoria/Nodo;Codice Categoria/Nodo Padre;Nome Categoria/Nodo Italiana;Nome Categoria/Nodo Inglese;Descrizione Categoria/Nodo Italiana;Descrizione Categoria/Nodo Inglese
18663;5411;Collante Epoxy Syringe - Clear;Clear Epoxy Syringe Adhesive;"Collante fortissimo con siringa e autodosatore. 
Riempie crepe e buchi, sigilla giunzioni. Colore chiaro cristallino dopo l'applicazione. 
Per vetroresina, plastica, gomma, vetro, tessuti, ceramica, metalli etc.";"Very strong glue with syringe and automatic doser. 
Fills cracks and holes, seals connections. Crystal clear appearence after curing. 
For fiberglass, rubber, plastic, glass, fabrics, ceramic, metals etc.
"
18667;5469;3M Perfect-it Gelcoat Light Polish & Wax;3M Perfect-it Gelcoat Light Polish & Wax;Polish e cera lucidante 3M Perfect-it Light a basso contenuto di VOC, studiato appositamente per il gelcoat e la vetroresina. Ideale per superfici con bassa ossidazione e dove serve un prodotto unico senza passaggi successivi.;Low VOC content 3M Perfect-it Light polish and wax, specific for gelcoat and fiberglass. Ideal for lightly oxidated surfaces and when only one compound is needed with no need of further steps.
18668;5469;3M Perfect-it Gelcoat Medium Polish & Wax;3M Perfect-it Gelcoat Medium Polish & Wax;Polish e cera lucidante 3M Perfect-it Medium a basso contenuto di VOC, studiato appositamente per il gelcoat e la vetroresina. Ideale per superfici con media ossidazione e dove serve un prodotto unico senza passaggi successivi.;Low VOC content 3M Perfect-it Medium polish and wax, specific for gelcoat and fiberglass. Ideal for medium oxidated surfaces and when only one compound is needed with no need of further steps.
18669;5469;3M Perfect-it Gelcoat Heavy Polish;3M Perfect-it Gelcoat Heavy Polish;Polish lucidante 3M Perfect-it Heavy a basso contenuto di VOC, studiato appositamente per il gelcoat e la vetroresina. Ideale per superfici ad alta ossidazione, non secca e rende il processo più facile e veloce.;Low VOC content 3M Perfect-it Heavy polish, specific for gelcoat and fiberglass. Ideal for highly oxidated surfaces, does not get dry and makes the process easier and faster.
18670;5469;3M Perfect-it Boat Wax;3M Perfect-it Boat Wax;Versatile cera lucidante 3M Perfect-it Boat Wax senza abrasivi, composta da cere naturali tra cui la Carnauba brasiliana. Applicazione facile e veloce, garantisce una superficie con effetto supergloss protettivo e duraturo. ;Not abrasive and versatile 3M Perfect-it Boat Wax, composed of natural waxes including the brasilian Carnauba. Quick and easy application, guarantees a long lasting and protective supergloss surface effect.
18671;5448;3M Perfect-it Boat Wash;3M Perfect-it Boat Wash;Shampoo 3M Perfect-it Boat Wash a basso contenuto di VOC. Rimuove polvere e sporcizia, ricondiziona la superficie trattata preparandola ai successivi trattamenti. Non elimina la cera sottostante e riduce i tempi di asciugatura.;Low VOC content 3M Perfect-it Boat Wash cleaner. Removes dust and dirt, reconditions and prepares treated surface for next treatments. Does not remove underlying wax and reduces drying time.
18672;16107;Ammortizzatore da Ormeggio MPP K da 20 a 90 Ton;From 20 to 90 Tons MPP K Mooring Shock Absorber;Ammortizzatori da ormeggio Sidermarine in Acciaio Inossidabile ad alte prestazioni ed altissimi carichi di rottura. Resistenti alla corrosione, sono assolutamente silenziosi grazie agli inserti antifrizione e anticigolio brevettati. Non presenta nessun componente con particolari saldati. Gli inserti Mollaflex in elastomero assicurano una maggiore sicurezza ammortizzante in condizioni di forti sollecitazioni e continuano a funzionare anche in caso di rottura della molla evitando danni all'imbarcazione.;Sidermarine high performance Stainless Steel and outstanding breaking load mooring shock absorbers. Corrosion resistant, they are absolutely silent thanks to the low-noise anti-friction patented inserts. It doesn' present any welded component. The Mollaflex Bayer elastomer inserts ensure more absorbing safety in high load conditions and they continue to work even if the spring brakes, avoiding damages to the boat.
18673;10512;Paracolpi 3M Bumpon Blister;3M Bumpon Blister Bumbers;Paracolpi autoadesivi 3M Bumpon in Poliuretano utili in molte situazioni, ideali per assorbire urti e colpi di porte e chiusure. Possono essere usati anche come antiscivolo e per assorbire le vibrazioni. Confezionati in blister, rapidi da applicare e di lunga durata.;3M Bumpon self-adhesive Polyurethane bumpers, useful in many situations, ideal for absorbing shocks of doors and closures. Can be used also as non-slip and to absorb vibrations. Packaged in blister, quick to apply and long lasting.
18674;12077;Oscuranti Osteriggio Water Line;Water Line Blinds for Hatches ;Tende oscuranti per osteriggi disponibili in tre dimensioni. ↵Permettono il ricircolo dell'aria senza far entrare zanzare o altri insetti grazie alla combinazione tra i due strati oscuranti e la zanzariera.↵Le tende possono venir montate sia tramite ventosa che tramite magnete.;Blinds for hatches available in three dimensions.↵Thanks to the combination of the two blackout layers and the mosquito net, they allow the recirculation of air without letting mosquitoes or other insects to enter.↵Can be mounted with a suction cup or a magnet from the inside.
18675;12077;Oscuranti Oblò Water Line;Water Line Blinds for Portlights;​Tende oscuranti per oblò disponibili in due dimensioni. ↵Permetteno il ricircolo dell'aria senza far entrare zanzare o altri insetti grazie alla combinazione tra i due strati oscuranti e la zanzariera.↵ Le tende possono venir montate sia tramite ventosa che tramite magnete.↵3272557 venduto in coppia.;Blinds for portlights available in two dimensions. ↵Thanks to the combination of the two blackout layers and the mosquito net, they allow the recirculation of air without letting mosquitoes or other insects to enter.↵Can be mounted with a suction cup or a magnet from the inside. ↵3272557 sold in pairs.
18676;12077;Oscurante Boccaporto Water Line;Water Line Blind for Companionways;Tenda oscurante per boccaporto. ↵Permette il ricircolo dell'aria senza far entrare zanzare o altri insetti grazie alla combinazione tra i due strati oscuranti e la zanzariera.;Blind for companionway.↵Thanks to the combination of the two blackout layers and the mosquito net, they allow the recirculation of air without letting mosquitoes or other insects to enter.
18677;12077;Zanzariere Osteriggio Water Line;Water Line Mosquito Nets for Hatches;Zanzariere per osteriggi disponibili in tre dimensioni. Permetteno il ricircolo dell'aria senza far entrare zanzare o altri insetti.↵Le zanzariere possono venir montate sia tramite ventosa che tramite magnete.;Mosquito nets for hatches available in three dimensions. Allow the ventilation of the boat without letting insects and mosquitos in.↵Can be mounted with a suction cup or a magnet from the inside.
18678;12077;Zanzariere Oblò Water Line ;Water Line Mosquito Nets for Portlights;Zanzariere per oblò disponibili in due dimensioni. ↵Permetteno il ricircolo dell'aria senza far entrare zanzare o altri insetti.↵Le zanzariere possono venir montate sia tramite ventosa che tramite magnete. ↵3272551 venduto in coppia.;Mosquito nets for portlights available in two dimensions. ↵Allow the ventilation of the boat without letting insects and mosquitos in.↵Can be mounted with a suction cup or a magnet from the inside. ↵3272551 sold in pairs.
18679;12077;Zanzariere Boccaporto Water Line;Water Line Mosquito Nets for Companionways;Zanzariera per boccaporto. ↵ Permette il ricircolo dell'aria senza far entrare zanzare o altri insetti.;Mosquito net for companionways.↵ Allow the ventilation of the boat without letting insects and mosquitos in.
18680;16090;Ancora Fortress;Fortress Marine Anchor;"L'ancora Fortress, costruita in Lega rinforzata di Alluminio e Magnesio, pesa meno di un terzo di un' ancora in Acciaio con una tenuta del 100% superiore grazie al suo design. 
Ideale per motoscafi e gommoni è usata come seconda ancora su grandi yacht. 
Facilmente smontabile e stivabile è ideale come ancora di tenuta per ancoraggi volanti.↵
Angolo di inclinazione variabile per una migliore tenuta:↵
32° per ancoraggi normali su sabbia.↵
45° per ancoraggi su fondali melmosi.";Produced in reinforced Aluminum-Magnesium alloy, this anchor weighs less than a third of a Steel anchor, with a 100% better holding power due to its design. Perfect for motorboats, inflatables and used as a secondary anchor on large vessels. Disassembles for easy storage.↵The inclination angles for a better grip are:↵  32° for sand anchoring↵ 45° for soft mud anchoring.
18681;12077;Copriosteriggio Navishell;Navishell Hatch Cover;Copriosteriggio in tessuto acrilico intrecciato.I colori indelebili stabilizzati restano vivaci per almeno 3 anni di utilizzo continuo.Completo di rete anti insetti. ;Woven acrylic fabric hatch cover.Water repellent and UV rays resistant, this fabric guarantees a high level of colour fastness, at least 3 years non-fading guarantee. Complete with mosquito mesh.
18682;10027;Grillo Senza Testa;AllenHead Shackle;"Grillo da ormeggio in Acciaio Inox con testa a filo. 
Si usa come giuntura tra catena e ancora. 
Scorre senza bloccarsi nel musone di prua.";"Stainless Steel allenhead shackle. 
Used as junction between chain and anchor. 
The non captive pin allows easy sliding thru the bow roller."
18684;10301;Gancio Porta-Parabordi Fender Tender;Fender Tender Holder Hook;Coppia porta parabordi universali in Nylon resistente ai raggi UV. Si appendono con facilità su qualsiasi bordo come finestrini laterali, maniglie, bitte, battagliole (22/25 mm) e cavi (6/9 mm). ;Nylon UV resistant pair of universal fender holders. It clips with ease to any edge as side windows, handles, cleats, railings (22/25 mm) and lifelines (6/9 mm).
18685;10275;Boa Segnaletica Standard;Standard Mark Buoy;"Boe da segnalazione per regate veliche e motonautiche. 
Fabbricate in robusto PVC.";"Sailing and motor races regatta mark buoys. 
Built of rugged PVC."
18687;11236;Sacche Convoglia Aria Universale;Universal Air Funnel Awnings;Sacche Convoglia aria per boccaporti fino a 1 metro di larghezza.↵In tessuto impermeabile con telaio in stecche.↵Ideale per dare aria all'interno di barche all'ormeggio.;"Folding frame with waterproof fabric sail cockpit awning for hatches up to 1 meter wide. 
Perfect to aerate moored boats."
18688;5671;Portachiavi Galleggiante Autogonfiabile;Self-Inflating Floating Keyring ;​Portachiavi autogonfiabile che una volta caduto in mare si apre e il tubo al suo interno si gonfia evitando così lo smarrimento delle chiavi. Quando gonfiato il tubo è alto 36cm e riesce a supportare un peso fino a 80gr. Il portachiavi è monouso, la sostanza attivante e leggermente irritante quindi da evitare il contatto con gli occhi. ;Self-inflating keyring. It opens when it falls in the water and its air tube inflates avoiding the key to be lost. Once inflated, the tube is 36 cm high and it is suitable for items up to 80 gr. Single use only. The activating substance is slightly irritant so avoid contact with eyes. 
18692;18689;Strumentazione Uflex Ultra White;Ultra White Uflex Gauges;Strumentazione Uflex impermeabile IP67 con lente anticondensa a doppio strato rinforzato. Voltaggio universale 12/24V con retroilluminazione personalizzabile rossa o gialla. Installazione plug and play con connettore e cavi inclusi. Tutti gli indicatori di pressione, temperatura, livello e angolo vanno completati con i sensori. L'indicatore velocità GPS è completo con ricevitore e antenna.;Uflex IP67 waterproof instruments with double layer reinforced anti-condensation lens. Universal voltage 12/24V with customizable red or yellow backlight. Plug and play installation complete with wired Molex connector. All pressure, temperature, level and angle indicators must be completed with sensors. The GPS speed indicator is complete with receiver and antenna.
18701;18689;Strumentazione Uflex Ultra Black;Ultra Black Uflex Gauges;Strumentazione Uflex impermeabile IP67 con lente anticondensa a doppio strato rinforzato. Voltaggio universale 12/24V con retroilluminazione personalizzabile rossa o gialla. Installazione plug and play con connettore e cavi inclusi. Tutti gli indicatori di pressione, temperatura, livello e angolo vanno completati con i sensori. L'indicatore velocità GPS è completo con ricevitore e antenna.;Uflex IP67 waterproof instruments with double layer reinforced anti-condensation lens. Universal voltage 12/24V with customizable red or yellow backlight. Plug and play installation complete with wired Molex connector. All pressure, temperature, level and angle indicators must be completed with sensors. The GPS speed indicator is complete with receiver and antenna.
18710;18694;Tubo in PP Tech-Hi;Tech-Hi PP Pipe;Tubo filettabile in Polipropilene Tech-Hi in barre da 4 metri. Raccordi in Polipropilene atossico per impianti di bordo. Durevoli, robusti e leggeri, possono sostituire raccordi in metallo. Resistenti a torsioni, abrasioni, elettrolisi e agenti chimici.;Polypropylene Tech-Hi threading pipe in 4 meter rodes.  Nontoxic Polypropylene pipe fittings for nautical systems.  Long lasting, robust and lightweight. Can replace metal pipe fittings.  Resistant to electrolysis, chemicals, abrasion and twisting.
18711;18694;Tubo Filettato in PP Tech-Hi;Tech-Hi PP Threaded Pipe;Tubo filettato in Polipropilene Tech-Hi.  Raccordi in Polipropilene atossico per impianti di bordo. Durevoli, robusti e leggeri, possono sostituire raccordi in metallo. Resistenti a torsioni, abrasioni, elettrolisi e agenti chimici.;Polypropylene Tech-Hi threaded pipe.  Nontoxic Polypropylene pipe fittings for nautical systems.  Long lasting, robust and lightweight. Can replace metal pipe fittings.  Resistant to electrolysis, chemicals, abrasion and twisting.
